dataset,method,st_model,labels_per_class,m_labels,acc_all,tau,prep_time_sec,predict_time_sec,mem_gb,auto_tau,bias_correct,next16_label_indices
agnews,amle,sentence-transformers/all-MiniLM-L6-v2,5,20,0.714,,4.527,12.233,2.198,False,False,"[3323, 1675, 6177, 869, 6590, 3567, 2915, 2294, 9491, 9657, 4294, 1032, 4218, 6154, 601, 5529]"
